x,y
1,0.4054700000000011
1,0.3288519999999906
1,0.14577899999999744
9,0.31815322222222164
10,0.2233505000000001
1,0.4420849999999987
4,0.32297374999999917
11,0.21331054545454525
1,0.2609819999999914
7,0.3085098571428558
1,0.3085100000000125
19,0.2601190526315789
19,0.28584899999999963
1,0.28138900000000433
8,0.24313087499999853
9,0.2115012222222232
10,0.1653070999999997
1,0.3403780000000012
4,0.2971525000000028
1,0.402079999999998
6,0.34738449999999926
2,0.16815449999999998
1,0.3858069999999998
20,0.26860704999999924
7,0.17157228571428465
6,0.30692783333333296
10,0.2068033000000014
2,0.42174349999999095
1,0.3573300000000046
4,0.26008374999999617
8,0.4072501250000009
8,0.24655362500000066
19,0.18842478947368366
3,0.340603999999999
1,0.21019400000000127
1,0.34308999999998946
13,0.40505292307692176
6,0.21721049999999784
9,0.20529655555555515
1,0.34241199999999594
11,0.3074620000000023
8,0.284850500000001
26,0.26282019230769127
1,0.4230999999999767
5,0.14740679999999884
1,0.6034589999999866
1,0.4807329999999581
1,0.4678499999999986
1,0.19798900000000685
13,0.18656638461538494
4,0.2098547499999981
2,0.29325399999999036
1,0.4502209999999991
29,0.18999255172413682
8,0.18315662499999874
2,0.14679650000000777
1,0.4393719999999632
1,0.4020799999999838
1,0.3600420000000497
2,0.12577700000001357
1,0.27393000000003553
1,0.4034359999999992
1,0.2854560000000106
1,0.21087099999999734
13,0.22284023076922976
18,0.20424188888888908
3,0.18465400000000423
1,0.2257879999999659
11,0.2435410000000011
9,0.2248844444444463
3,0.26127266666665605
1,0.2996950000000425
10,0.22971919999999954
1,0.11798000000001707
1,0.17629099999999198
1,0.16001899999997704
3,0.35868499999999887
1,0.3692520000000172
3,0.40072366666667375
8,0.1888352499999968
1,0.34308999999996104
3,0.24674366666666478
12,0.19053033333333266
1,0.4292019999999752
2,0.2793540000000121
28,0.1944048571428567
5,0.2643668000000048
6,0.21912116666666748
13,0.1639301538461513
7,0.36004128571429256
10,0.2198218000000054
2,0.5319250000000011
1,0.3447889999999916
2,0.5922710000000109
1,0.3525829999999246
5,0.26755620000000135
1,0.5648109999999633
4,0.21290575000000445
2,0.22341500000001702
1,0.3851290000000063
2,0.34752699999998526
6,0.19368083333333175
6,0.1752743333333342
2,0.21685750000000326
10,0.24500249999999824
2,0.3685589999999763
2,0.3471580000000074
8,0.2914005000000017
11,0.23016499999999435
12,0.24759891666666553
7,0.24690471428571723
5,0.14616359999999987
7,0.3494958571428534
1,0.31935900000001993
1,0.5227719999999749
1,0.2339249999999993
1,0.4542899999999577
1,0.4319130000000087
2,0.15662800000001198
24,0.17586762499999983
1,0.4163190000000441
6,0.31182400000000143
9,0.2998460000000023
12,0.22358499999999518
10,0.17913910000000327
6,0.2442088333333269
12,0.25675266666667085
2,0.3593630000000019
9,0.21019366666666883
13,0.18484515384615355
4,0.159509749999998
8,0.21900824999998747
5,0.1886318000000074
3,0.1514300000000238
6,0.2402535000000038
21,0.2137129523809503
4,0.3437907499999966
1,0.2983399999999392
1,0.3281729999999925
4,0.12170874999999626
1,0.5098890000000438
